item_id	domain_id	domain_name	dimension_id	dimension_name	facet_id	facet_name	method_family	item_format	item_text	option_a	option_b	option_c	option_d	option_e	keyed_answer	response_scale	primary_domain_id	primary_dimension_id	primary_facet_id	secondary_dimension_ids	loading_type	intended_meaning	prohibited_overlap	bank_state	use_status	validation_track
NEX-GMB-073	D1	Personality Architecture	D1-SA	Social Assertiveness	D1-SA-VOICE	Voice	likert	statement	I openly express my opinions even when they might be unpopular.							1-5 Agreement	D1	D1-SA	D1-SA-VOICE	D5-LE,D5-CI	adjacent	Measures willingness to voice opinions despite potential disagreement.	Conflict seeking	production	operational_allowed	calibration,criterion
NEX-GMB-074	D1	Personality Architecture	D1-SA	Social Assertiveness	D1-SA-VOICE	Voice	likert	statement	I tend to stay quiet unless I am sure my input is needed.							1-5 Agreement	D1	D1-SA	D1-SA-VOICE	D5-LE,D5-CI	adjacent	Measures tendency to withhold voice until necessary, reflecting lower assertiveness.	Conflict seeking	production	operational_allowed	calibration,criterion
NEX-GMB-075	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-AL	Analogical Logic	cognitive_multiple_choice	mcq_single	If the relationship between a compass and direction is like a clock to what?	Time	Weight	Distance	Speed	Temperature	A	cognitive_mcq	D2	D2-AR	D2-AR-AL	D2-SST	direct	Measures the ability to understand analogies involving functional relationships.	Verbal skill as identity	production	operational_allowed	calibration,criterion
NEX-GMB-076	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-AL	Analogical Logic	cognitive_multiple_choice	mcq_single	A key opens a lock in the same way a password does what?	Unlock a device	Lock a door	Open a window	Close a file	Start a car	A	cognitive_mcq	D2	D2-AR	D2-AR-AL	D2-SST	direct	Measures the capacity to reason by analogy with security functions.	Verbal skill as identity	production	operational_allowed	calibration,criterion
NEX-GMB-077	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-AL	Analogical Logic	cognitive_multiple_choice	mcq_single	Just as a painter uses colors, a writer uses what?	Words	Canvas	Brush	Ink	Clay	A	cognitive_mcq	D2	D2-AR	D2-AR-AL	D2-SST	direct	Measures understanding of analogous tools in creative work.	Verbal skill as identity	production	operational_allowed	calibration,criterion
NEX-GMB-078	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-ML	Matrix Logic	cognitive_multiple_choice	mcq_single	In a 3x3 matrix of shapes where each row increases the number of sides by one starting with triangle, square, which shape should complete the third row?	Pentagon	Hexagon	Heptagon	Square	Circle	A	cognitive_mcq	D2	D2-AR	D2-AR-ML	D2-DC	direct	Measures ability to identify numeric progression in shape properties.	Test-taking strategy as identity	production	operational_allowed	calibration,criterion
NEX-GMB-079	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-ML	Matrix Logic	cognitive_multiple_choice	mcq_single	If the first column in a matrix shows a small circle, second column a medium circle, what would logically be in the third column?	Large circle	Small square	Medium triangle	Large square	Small triangle	A	cognitive_mcq	D2	D2-AR	D2-AR-ML	D2-DC	direct	Measures recognition of size progression in visual patterns.	Test-taking strategy as identity	production	operational_allowed	calibration,criterion
NEX-GMB-080	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-ML	Matrix Logic	cognitive_multiple_choice	mcq_single	A matrix shows shapes rotating 90 degrees clockwise each step. What is the next shape orientation after three rotations?	270 degrees clockwise	0 degrees	90 degrees counterclockwise	180 degrees	360 degrees	A	cognitive_mcq	D2	D2-AR	D2-AR-ML	D2-DC	direct	Measures understanding of rotational sequence in matrix logic.	Test-taking strategy as identity	production	operational_allowed	calibration,criterion
NEX-GMB-081	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-PD	Pattern Detection	cognitive_multiple_choice	mcq_single	Which number completes the pattern: 2, 4, 8, 16, ?	32	20	24	30	34	A	cognitive_mcq	D2	D2-AR	D2-AR-PD	D5-JDQ	direct	Measures ability to detect doubling numeric patterns.	Creativity as identity	production	operational_allowed	calibration,criterion
NEX-GMB-082	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-PD	Pattern Detection	cognitive_multiple_choice	mcq_single	In the sequence of shapes: square, triangle, square, triangle, what shape should come next?	Square	Circle	Rectangle	Triangle	Hexagon	A	cognitive_mcq	D2	D2-AR	D2-AR-PD	D5-JDQ	direct	Measures recognition of alternating pattern sequences.	Creativity as identity	production	operational_allowed	calibration,criterion
NEX-GMB-083	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-PD	Pattern Detection	cognitive_multiple_choice	mcq_single	Identify the next symbol in this pattern: ★, ☆, ★, ☆, ?	★	☆	✪	✦	☼	A	cognitive_mcq	D2	D2-AR	D2-AR-PD	D5-JDQ	direct	Measures ability to detect repeating symbol patterns.	Creativity as identity	production	operational_allowed	calibration,criterion
NEX-GMB-084	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-RI	Rule Induction	cognitive_multiple_choice	mcq_single	If all reports marked 'urgent' are reviewed first, and this report is marked 'urgent,' what should you do?	Review the report immediately	Wait until normal reports are done	Ignore the report	Send report for later review	Ask someone else to review	A	cognitive_mcq	D2	D2-AR	D2-AR-RI	D2-DC	direct	Measures ability to induce rules from given conditions and apply them.	Practical judgment as identity	production	operational_allowed	calibration,criterion
NEX-GMB-085	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-RI	Rule Induction	cognitive_multiple_choice	mcq_single	If a company policy states 'Employees must clock in before 9am,' what is the rule about arriving at 9:05am?	It violates the policy	It complies with the policy	It is encouraged	It is optional	It is rewarded	A	cognitive_mcq	D2	D2-AR	D2-AR-RI	D2-DC	direct	Measures ability to apply rules to specific time-based scenarios.	Practical judgment as identity	production	operational_allowed	calibration,criterion
NEX-GMB-086	D2	Cognitive Architecture	D2-AR	Abstract Reasoning	D2-AR-RI	Rule Induction	cognitive_multiple_choice	mcq_single	If a document requires three signatures before approval, and only two are obtained, what is the status?	The document is not approved	The document is approved	The document is pending review	The document is rejected	The document can be approved later without signatures	A	cognitive_mcq	D2	D2-AR	D2-AR-RI	D2-DC	direct	Measures the ability to infer rule outcomes from incomplete conditions.	Practical judgment as identity	production	operational_allowed	calibration,criterion
NEX-GMB-087	D2	Cognitive Architecture	D2-DC	Decision Complexity	D2-DC-OI	Option Integration	cognitive_multiple_choice	mcq_single	You must choose a vendor based on cost, quality, and delivery time. Which factor best indicates the overall best choice?	Vendor A offers moderate cost, high quality, and on-time delivery.	Vendor B offers low cost, moderate quality, but delayed delivery.	Vendor C offers high cost, very high quality, and on-time delivery.	Vendor D offers low cost, low quality, and on-time delivery.	Vendor E offers moderate cost, high quality, but delayed delivery.	A	cognitive_mcq	D2	D2-DC	D2-DC-OI	D2-SST,D5-JDQ	direct	Measures the ability to integrate multiple option criteria into a balanced decision.	Consensus style as identity	production	operational_allowed	calibration,criterion
NEX-GMB-088	D2	Cognitive Architecture	D2-DC	Decision Complexity	D2-DC-OI	Option Integration	cognitive_multiple_choice	mcq_single	A project can be completed by either a team with more experience but longer lead time, or a less experienced team with faster delivery. Which choice best integrates these options?	Select the experienced team to ensure quality despite delay.	Select the less experienced team to meet the deadline despite risk.	Split the project between both teams to balance risk and timing.	Delay the project to find a better team.	Cancel the project due to uncertainty.	C	cognitive_mcq	D2	D2-DC	D2-DC-OI	D2-SST,D5-JDQ	direct	Measures the capacity to integrate tradeoffs between experience and delivery speed.	Consensus style as identity	production	operational_allowed	calibration,criterion
NEX-GMB-089	D2	Cognitive Architecture	D2-DC	Decision Complexity	D2-DC-OI	Option Integration	cognitive_multiple_choice	mcq_single	When deciding how to allocate budget across marketing, R&D, and operations, which approach best integrates these competing needs?	Allocate equally to ensure balanced growth.	Prioritize marketing to boost immediate sales.	Prioritize R&D to support long-term innovation.	Prioritize operations to improve efficiency.	Use data on past ROI to weigh each area accordingly.	E	cognitive_mcq	D2	D2-DC	D2-DC-OI	D2-SST,D5-JDQ	direct	Measures the ability to integrate multiple competing budget priorities using data-driven reasoning.	Consensus style as identity	production	operational_allowed	calibration,criterion
NEX-GMB-090	D2	Cognitive Architecture	D2-DC	Decision Complexity	D2-DC-PUC	Prioritization Under Constraint	cognitive_multiple_choice	mcq_single	You have three urgent tasks but time to complete only one fully. Which should you prioritize?	The task with the highest impact on revenue.	The task requested by the most senior leader.	The task with the nearest deadline.	The task easiest to complete quickly.	The task that improves team morale the most.	A	cognitive_mcq	D2	D2-DC	D2-DC-PUC	D5-JDQ,D5-ED	direct	Measures prioritization ability under time and resource constraints focusing on impact.	Execution discipline as identity	production	operational_allowed	calibration,criterion
NEX-GMB-091	D2	Cognitive Architecture	D2-DC	Decision Complexity	D2-DC-PUC	Prioritization Under Constraint	cognitive_multiple_choice	mcq_single	Faced with limited resources, which project should you prioritize?	The one aligned with strategic goals and measurable outcomes.	The one with the largest budget and visibility.	The one that requires the least coordination.	The newest project added to your portfolio.	The one favored by the most vocal team members.	A	cognitive_mcq	D2	D2-DC	D2-DC-PUC	D5-JDQ,D5-ED	direct	Measures ability to prioritize projects based on strategic alignment and results.	Execution discipline as identity	production	operational_allowed	calibration,criterion
NEX-GMB-092	D2	Cognitive Architecture	D2-DC	Decision Complexity	D2-DC-PUC	Prioritization Under Constraint	cognitive_multiple_choice	mcq_single	You must decide which customer issue to resolve first given many requests. Which factor should guide your prioritization?	The issue affecting the largest number of users.	The issue reported by the highest paying client.	The issue easiest to fix quickly.	The issue most recently reported.	The issue that your manager emphasizes.	A	cognitive_mcq	D2	D2-DC	D2-DC-PUC	D5-JDQ,D5-ED	direct	Measures prioritization under constraint focusing on maximizing customer impact.	Execution discipline as identity	production	operational_allowed	calibration,criterion
NEX-GMB-093	D2	Cognitive Architecture	D2-DC	Decision Complexity	D2-DC-TOE	Trade-Off Evaluation	cognitive_multiple_choice	mcq_single	Your team can either invest in training or upgrade software, but not both. What best describes this trade-off?	Training improves skills long term; software upgrade boosts short-term efficiency.	Training is costly and time-consuming; software upgrade is cheap and quick.	Training benefits only some team members; software benefits all.	Training risks disrupting work; software upgrade risks compatibility issues.	Training requires external vendors; software upgrade is internal.	A	cognitive_mcq	D2	D2-DC	D2-DC-TOE	D5-JDQ,D5-LE	direct	Measures evaluation of trade-offs between short-term and long-term benefits.	Abstract reasoning as identity	production	operational_allowed	calibration,criterion
NEX-GMB-094	D2	Cognitive Architecture	D2-DC	Decision Complexity	D2-DC-TOE	Trade-Off Evaluation	cognitive_multiple_choice	mcq_single	Choosing between a product with higher quality but higher price versus one with lower price but moderate quality, what is the best trade-off assessment?	Higher quality product may justify extra cost by reducing future problems.	Lower price product saves money now even if quality is less.	Higher price product might not deliver value if customers prefer low cost.	Lower quality product risks damaging brand reputation.	Neither product meets all customer expectations fully.	A	cognitive_mcq	D2	D2-DC	D2-DC-TOE	D5-JDQ,D5-LE	direct	Measures reasoning about balancing price against quality for optimal value.	Abstract reasoning as identity	production	operational_allowed	calibration,criterion
NEX-GMB-095	D2	Cognitive Architecture	D2-DC	Decision Complexity	D2-DC-TOE	Trade-Off Evaluation	cognitive_multiple_choice	mcq_single	You can hire a candidate with strong technical skills but low teamwork, or one with moderate skills but excellent collaboration. How should you evaluate this trade-off?	Technical skills ensure task completion; teamwork supports project success.	Prioritize technical skills because tasks are complex.	Prioritize teamwork to maintain a positive environment.	Hire neither and continue searching.	Split tasks to use both candidates' strengths.	A	cognitive_mcq	D2	D2-DC	D2-DC-TOE	D5-JDQ,D5-LE	direct	Measures ability to weigh trade-offs between technical ability and interpersonal skills.	Abstract reasoning as identity	production	operational_allowed	calibration,criterion
